# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
plasmid	cds	94939	95322	-	LFFONA_00108	traM	conjugal transfer relaxosome DNA-binding protein TraM	GO:0003677, GO:0005737, RefSeq:WP_001151562.1, SO:0001217, UniParc:UPI0000D50F8A, UniRef:UniRef100_C8CGP6, UniRef:UniRef50_P07294, UniRef:UniRef90_P07294
plasmid	oriT	95321	95770	?			origin of transfer	
plasmid	cds	95746	96255	+	LFFONA_00109	yubQ	X polypeptide	SO:0001217, UniParc:UPI000390DB93, UniRef:UniRef100_A0A836N6W7, UniRef:UniRef50_P47737, UniRef:UniRef90_P47737
plasmid	cds	96552	97373	-	LFFONA_00110	yubP	UPF0380 protein YubP	RefSeq:WP_001234445.1, SO:0001217, UniParc:UPI00000B885F, UniRef:UniRef100_Q6SJ31, UniRef:UniRef50_P18005, UniRef:UniRef90_P18005
plasmid	cds	97483	97779	-	LFFONA_00111	yeiA	YeiA	RefSeq:WP_001272251.1, SO:0001217, UniParc:UPI00000B1446, UniRef:UniRef100_Q6SJ32, UniRef:UniRef50_G3K1Q1, UniRef:UniRef90_G3K1Q1
plasmid	cds	98420	98668	-	LFFONA_00112		Transporter	RefSeq:WP_309467085.1, SO:0001217, UniParc:UPI002852ECC1, UniRef:UniRef100_UPI002852ECC1, UniRef:UniRef50_A0A7U1E1H8, UniRef:UniRef90_A0A7U1E1H8
plasmid	cds	98668	99231	-	LFFONA_00113		Methyltransferase small domain-containing protein	RefSeq:WP_021515427.1, SO:0001217, UniParc:UPI000390C973, UniRef:UniRef100_UPI001E384888, UniRef:UniRef50_Q849V5, UniRef:UniRef90_A0A6C7H555
plasmid	cds	99278	100639	-	LFFONA_00114		DUF3560 domain-containing protein	RefSeq:WP_021515428.1, SO:0001217, UniParc:UPI000390A3E4, UniRef:UniRef100_UPI000390A3E4, UniRef:UniRef50_A0A085FYV5, UniRef:UniRef90_Q849V6
plasmid	cds	100691	100921	-	LFFONA_00115	ydaB	YdaB	RefSeq:WP_000218642.1, SO:0001217, UniParc:UPI00000B1EE0, UniRef:UniRef100_A0A7Z1J2L2, UniRef:UniRef50_A0A7Z1J2L2, UniRef:UniRef90_A0A7Z1J2L2
plasmid	ncRNA	100916	101012	+	LFFONA_00116	AS-pc01	Antisense to pHK01_035	RFAM:RF02875, SO:0000644
plasmid	cds	101958	102149	-	LFFONA_00117		Plasmid protein	RefSeq:WP_001027516.1, SO:0001217, UniParc:UPI00003CEFC1, UniRef:UniRef100_Q1A2M1, UniRef:UniRef50_Q1A2M1, UniRef:UniRef90_Q1A2M1
plasmid	cds	102146	102568	-	LFFONA_00118		Collagenase/protease	RefSeq:WP_000271739.1, SO:0001217, UniParc:UPI00005F130D, UniRef:UniRef100_A0A2A7LYZ7, UniRef:UniRef50_P0C243, UniRef:UniRef90_E2GHH9
plasmid	cds	102615	103040	-	LFFONA_00119		Antirestriction protein	RefSeq:WP_001546490.1, SO:0001217, UniParc:UPI0002A22A1A, UniRef:UniRef100_A0A075ME17, UniRef:UniRef50_E7BTG5, UniRef:UniRef90_A0A075ME17
plasmid	cds	103254	103502	-	LFFONA_00120		hypothetical protein	SO:0001217, UniParc:UPI0003911EAA, UniRef:UniRef100_A0AAV1IP51, UniRef:UniRef50_A0A0E2KW48, UniRef:UniRef90_A0A0E2KW48
plasmid	cds	103456	104226	-	LFFONA_00121	yubG	Uncharacterized protein YubG	RefSeq:WP_021532812.1, SO:0001217, UniParc:UPI0003912B56, UniRef:UniRef100_UPI002E193FA5, UniRef:UniRef50_Q9S4W9, UniRef:UniRef90_Q9S4W9
plasmid	cds	104271	104705	-	LFFONA_00122	yubF	Uncharacterized protein YubF	RefSeq:WP_016235424.1, SO:0001217, UniParc:UPI00033D8060, UniRef:UniRef100_A0A2P9E6N2, UniRef:UniRef50_Q9S4X0, UniRef:UniRef90_Q9S4X0
plasmid	cds	104719	104940	-	LFFONA_00123	yubE	Uncharacterized protein YubE	RefSeq:WP_021532813.1, SO:0001217, UniParc:UPI00039189AC, UniRef:UniRef100_A0A2P9E6H6, UniRef:UniRef50_Q9S4X1, UniRef:UniRef90_Q9S4X1
plasmid	cds	104941	105624	-	LFFONA_00124		Methyltransferase	RefSeq:WP_000085884.1, SO:0001217, UniParc:UPI0001C32D82, UniRef:UniRef100_A0A0K5LPN9, UniRef:UniRef50_C8CGM9, UniRef:UniRef90_D9Z4Y5
plasmid	cds	106009	106935	-	LFFONA_00125	yubB	YubB ferredoxin-like domain-containing protein	RefSeq:WP_021515432.1, SO:0001217, UniParc:UPI000391281C, UniRef:UniRef100_A0A2P9E6I6, UniRef:UniRef50_Q9S4X4, UniRef:UniRef90_A0A4C3APE3
plasmid	cds	107329	107577	+	LFFONA_00126	dinI	DinI family protein	KEGG:K12149, RefSeq:WP_000619112.1, SO:0001217, UniParc:UPI00005EFD45, UniRef:UniRef100_Q08JK5, UniRef:UniRef50_A0A8E6P086, UniRef:UniRef90_A0A8E6P086
plasmid	cds	107574	108011	+	LFFONA_00127	impA	Protein ImpA	EC:3.4.21.-, GO:0003677, GO:0006281, GO:0006355, GO:0006508, GO:0008236, GO:0009432, KEGG:K03503, RefSeq:WP_016245169.1, SO:0001217, UniParc:UPI00033B7FB5, UniRef:UniRef100_A0A2P9E6G9, UniRef:UniRef50_Q7M1C0, UniRef:UniRef90_Q7M1C0
plasmid	cds	108011	109003	+	LFFONA_00128	impB	Protein ImpB	KEGG:K03502, SO:0001217, UniRef:UniRef50_F5P4M8, UniRef:UniRef90_A0A644RTI6
plasmid	cds	109048	109251	+	LFFONA_00129		DUF4113 domain-containing protein	SO:0001217, UniRef:UniRef50_W7NBD3, UniRef:UniRef90_UPI0030C80F26
plasmid	cds	109286	109678	-	LFFONA_00130		Plasmid partitioning/stability family protein	RefSeq:WP_000340835.1, SO:0001217, UniParc:UPI0000D50F75, UniRef:UniRef100_C8CGM1, UniRef:UniRef50_Q5JBI8, UniRef:UniRef90_Q5JBI8
plasmid	cds	109683	110654	-	LFFONA_00131		Plasmid stability protein	KEGG:K18640, RefSeq:WP_021515435.1, SO:0001217, UniParc:UPI000391570B, UniRef:UniRef100_A0A2P9E6H3, UniRef:UniRef50_A0A2X1NVR8, UniRef:UniRef90_A0A2X1NVR8
plasmid	cds	110883	111527	+	LFFONA_00132		AAA family ATPase	RefSeq:WP_000633911.1, SO:0001217, UniParc:UPI00000AE9D9, UniRef:UniRef100_Q0H055, UniRef:UniRef50_Q0H055, UniRef:UniRef90_Q0H055
plasmid	cds	111521	111796	+	LFFONA_00133	copG	CopG family transcriptional regulator	RefSeq:WP_000239529.1, SO:0001217, UniParc:UPI00000BC1AD, UniRef:UniRef100_T1NXB3, UniRef:UniRef50_A0A1I7EAB2, UniRef:UniRef90_A0A2L1KKS6
plasmid	cds	111934	112743	-	LFFONA_00134		Resolvase	RefSeq:WP_021515436.1, SO:0001217, UniParc:UPI000390D145, UniRef:UniRef100_UPI000390D145, UniRef:UniRef50_Q1R1Y0, UniRef:UniRef90_Q1R1Y0
plasmid	cds	112744	113049	-	LFFONA_00135	ccdB	type II toxin-antitoxin system toxin CcdB	KEGG:K19163, RefSeq:WP_001159871.1, SO:0001217, UniParc:UPI0000599212, UniRef:UniRef100_Q0H052, UniRef:UniRef50_Q46996, UniRef:UniRef90_Q0H052
plasmid	cds	113051	113269	-	LFFONA_00136	ccdA	type II toxin-antitoxin system antitoxin CcdA	GO:0003677, GO:0017053, GO:0032984, GO:0045892, GO:0097351, GO:0110001, RefSeq:WP_000813634.1, SO:0001217, UniParc:UPI00001272A3, UniRef:UniRef100_P62552, UniRef:UniRef50_P62552, UniRef:UniRef90_P62552
plasmid	cds	114461	114628	+	LFFONA_00137		hypothetical protein	RefSeq:WP_000218294.1, SO:0001217, UniParc:UPI0000D50F71, UniRef:UniRef100_A0A0J3V1Q5, UniRef:UniRef50_A0A0J3V1Q5, UniRef:UniRef90_A0A0J3V1Q5
plasmid	cds	115590	116231	+	LFFONA_00138	yuaU	Uncharacterized protein YuaU	RefSeq:WP_021515437.1, SO:0001217, UniParc:UPI000390E503, UniRef:UniRef100_UPI000390E503, UniRef:UniRef50_Q1R1Y6, UniRef:UniRef90_Q1R1Y6
plasmid	cds	116099	116419	-	LFFONA_00139		hypothetical protein	RefSeq:WP_001522976.1, SO:0001217, UniParc:UPI0002A37039, UniRef:UniRef100_A0A376KHC5, UniRef:UniRef50_A0A376ZN91, UniRef:UniRef90_A0A376ZN91
chromosome	ncRNA	1702	1744	-	LFFONA_00140	ES036	ES036 (CssrF) sRNA	RFAM:RF02751, SO:0000655
chromosome	cds	1899	2297	+	LFFONA_00141	yidB	DUF937 domain-containing protein	COG:COG3753, COG:S, RefSeq:WP_001467791.1, SO:0001217, UniParc:UPI000281D443, UniRef:UniRef100_A0A3I1S765, UniRef:UniRef50_P09996, UniRef:UniRef90_Q329C0
chromosome	cds	2412	3224	+	LFFONA_00142	yidA	sugar-phosphatase	COG:COG0561, COG:HR, EC:3.1.3.23, GO:0000287, GO:0005829, GO:0016311, GO:0016787, GO:0016791, GO:0050308, KEGG:K21064, RefSeq:WP_000985549.1, SO:0001217, UniParc:UPI000013B3A5, UniRef:UniRef100_P0A8Y5, UniRef:UniRef50_P0A8Y5, UniRef:UniRef90_P0A8Y5
chromosome	cds	3268	3924	-	LFFONA_00143		Lipoprotein	RefSeq:WP_001467792.1, SO:0001217, UniParc:UPI000281D444, UniRef:UniRef100_UPI000281D444, UniRef:UniRef50_A0A2G9BV43, UniRef:UniRef90_A0A2G9BV43
chromosome	cds	4203	4892	+	LFFONA_00144	dgoR	D-galactonate utilization transcriptional regulator DgoR	BlastRules:WP_000174305, GO:0000976, GO:0000987, GO:0001217, GO:0003677, GO:0042802, GO:0046872, GO:0098531, GO:2000143, KEGG:K19776, RefSeq:WP_000174305.1, SO:0001217, UniParc:UPI000000E7A9, UniRef:UniRef100_P31460, UniRef:UniRef50_P31460, UniRef:UniRef90_P31460
chromosome	cds	4889	5767	+	LFFONA_00145	dgoK	2-dehydro-3-deoxygalactonokinase	BlastRules:WP_000127091, EC:2.7.1.58, GO:0005524, GO:0008671, GO:0034194, KEGG:K00883, RefSeq:WP_000127060.1, SO:0001217, UniParc:UPI000281D4A6, UniRef:UniRef100_A0A3Q0P1E0, UniRef:UniRef50_P31459, UniRef:UniRef90_P31459
chromosome	cds	5751	6368	+	LFFONA_00146	dgoA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	BlastRules:WP_001198722, EC:4.1.2.21, KEGG:K01631, RefSeq:WP_001198717.1, SO:0001217, UniParc:UPI00005EF475, UniRef:UniRef100_A0A0D8VW64, UniRef:UniRef50_A0A0D8VW64, UniRef:UniRef90_A0A0D8VW64
chromosome	cds	6365	7513	+	LFFONA_00147	dgoD	galactonate dehydratase	EC:4.2.1.6, GO:0000287, GO:0008869, GO:0009063, GO:0034194, RefSeq:WP_016238201.1, SO:0001217, UniParc:UPI00033623DB, UniRef:UniRef100_UPI00033623DB, UniRef:UniRef50_Q6BF17, UniRef:UniRef90_Q6BF17
chromosome	cds	7633	8925	+	LFFONA_00148	dgoT	D-galactonate transporter	COG:COG2271, COG:G, GO:0005886, GO:0015295, GO:0034194, GO:0042875, GO:0042881, RefSeq:WP_001296574.1, SO:0001217, UniParc:UPI000176B7B3, UniRef:UniRef100_A0A6F9NME2, UniRef:UniRef50_P0AA76, UniRef:UniRef90_P0AA76
chromosome	cds	8886	9986	-	LFFONA_00149	cbrA	colicin M resistance protein	BlastRules:WP_001340434, COG:C, COG:COG0644, GO:0071949, RefSeq:WP_001467793.1, SO:0001217, UniParc:UPI000281D4AA, UniRef:UniRef100_UPI000281D4AA, UniRef:UniRef50_P31456, UniRef:UniRef90_P31456
chromosome	cds	10087	11301	+	LFFONA_00150	yidR	Uncharacterized protein YidR	GO:0046397, RefSeq:WP_001467794.1, SO:0001217, UniParc:UPI000281D4AB, UniRef:UniRef100_UPI000281D4AB, UniRef:UniRef50_P31455, UniRef:UniRef90_P31455
chromosome	cds	11305	11565	-	LFFONA_00151	yidQ	Uncharacterized protein YidQ	COG:COG5645, COG:S, GO:0006974, GO:0009279, SO:0001217, UniParc:UPI0001E35E36, UniRef:UniRef100_A0A0H2Z4K7, UniRef:UniRef50_P0ADM4, UniRef:UniRef90_P0ADM4
chromosome	ncRNA-region	11877	11949	+			Repression of heat shock gene expression (ROSE) element	RFAM:RF01832, SO:0002168
chromosome	cds	11943	12356	+	LFFONA_00152	ibpA	small heat shock chaperone IbpA	COG:COG0071, COG:O, GO:0005737, GO:0006950, GO:0050821, GO:0051082, KEGG:K04080, RefSeq:WP_001243437.1, SO:0001217, UniParc:UPI000012D123, UniRef:UniRef100_P0C054, UniRef:UniRef50_P0C054, UniRef:UniRef90_P0C054
chromosome	cds	12468	12896	+	LFFONA_00153	ibpB	small heat shock chaperone IbpB	COG:COG0071, COG:O, GO:0005737, GO:0006950, GO:0050821, GO:0051082, KEGG:K04080, RefSeq:WP_001243431.1, SO:0001217, UniParc:UPI000012D125, UniRef:UniRef100_P0C058, UniRef:UniRef50_P0C058, UniRef:UniRef90_P0C058
chromosome	cds	13092	14753	+	LFFONA_00154	yidE	putative transporter	COG:COG2985, COG:R, GO:0005886, GO:0006813, GO:0008324, KEGG:K07085, RefSeq:WP_001279774.1, SO:0001217, UniParc:UPI0001C22DA8, UniRef:UniRef100_A0A061KJ29, UniRef:UniRef50_P60872, UniRef:UniRef90_P60872
chromosome	cds	14843	15709	-	LFFONA_00155	yidL	Uncharacterized HTH-type transcriptional regulator YidL	GO:0003700, GO:0043565, RefSeq:WP_001296571.1, SO:0001217, UniParc:UPI000187C0BF, UniRef:UniRef100_A0A066TAY0, UniRef:UniRef50_P31449, UniRef:UniRef90_P31449
chromosome	cds	15876	17591	+	LFFONA_00156	yidK	solute:sodium symporter family transporter	GO:0005412, GO:0005886, GO:0016020, GO:0022857, GO:0055085, RefSeq:WP_001087164.1, SO:0001217, UniParc:UPI000281D4AD, UniRef:UniRef100_UPI000281D4AD, UniRef:UniRef50_P31448, UniRef:UniRef90_P31448
chromosome	cds	17588	19081	+	LFFONA_00157	yidJ	Uncharacterized sulfatase YidJ	COG:COG3119, COG:P, EC:3.1.6.-, GO:0004065, GO:0046872, RefSeq:WP_001535686.1, SO:0001217, UniParc:UPI0002A1F5D0, UniRef:UniRef100_UPI0002A1F5D0, UniRef:UniRef50_P31447, UniRef:UniRef90_P31447
chromosome	cds	19141	19488	+	LFFONA_00158	yidH	Inner membrane protein YidH	COG:COG2149, COG:S, GO:0005886, KEGG:K00389, RefSeq:WP_000703959.1, SO:0001217, UniParc:UPI000013B3B2, UniRef:UniRef100_P0ADM0, UniRef:UniRef50_P0ADM0, UniRef:UniRef90_P0ADM0
chromosome	cds	19478	19840	+	LFFONA_00159		DUF202 domain-containing protein	RefSeq:WP_001113442.1, SO:0001217, UniParc:UPI00005EF47F, UniRef:UniRef100_A0A0K6AQ42, UniRef:UniRef50_Q329D7, UniRef:UniRef90_Q329D7
chromosome	cds	19837	20334	+	LFFONA_00160	aslB	Anaerobic sulfatase-maturating enzyme	COG:COG0641, COG:O, RefSeq:WP_000148034.1, SO:0001217, UniParc:UPI00005EF480, UniRef:UniRef100_A0A066T6R1, UniRef:UniRef50_J7QIM3, UniRef:UniRef90_J7QIM3
chromosome	cds	20342	21526	-	LFFONA_00161	emrD	multidrug efflux MFS transporter EmrD	BlastRules:WP_000828740, BlastRules:WP_000828746, BlastRules:WP_115740452, COG:COG2814, COG:G, GO:0005886, GO:0016020, GO:0022857, GO:0042908, GO:0042910, GO:1990961, KEGG:K08154, NCBIProtein:BAE77620.1, RefSeq:WP_001304999.1, SO:0001217, UniParc:UPI000187C0A0, UniRef:UniRef100_A0A0G9FV81, UniRef:UniRef50_P31442, UniRef:UniRef90_P31442
chromosome	sorf	21608	21682	+	LFFONA_00162	ysdE	Protein YsdE	RefSeq:WP_211180519.1, SO:0001217, UniParc:UPI00107E6401, UniRef:UniRef100_P0DSH6, UniRef:UniRef50_P0DSH6, UniRef:UniRef90_P0DSH6
chromosome	cds	22131	23819	+	LFFONA_00163	ilvB	acetolactate synthase large subunit	COG:COG0028, COG:EH, EC:2.2.1.6, GO:0000287, GO:0003984, GO:0005948, GO:0009082, GO:0009097, GO:0009099, GO:0030976, GO:0050660, RefSeq:WP_000168473.1, SO:0001217, UniParc:UPI0000D50DAD, UniRef:UniRef100_A0A234DPY6, UniRef:UniRef50_P08142, UniRef:UniRef90_P08142
chromosome	cds	23823	24113	+	LFFONA_00164	ilvN	acetolactate synthase small subunit	EC:2.2.1.6, GO:0003984, GO:0005829, GO:0005948, GO:0009082, GO:0009097, GO:0009099, GO:1990610, KEGG:K01653, RefSeq:WP_001181706.1, SO:0001217, UniParc:UPI000003EB0C, UniRef:UniRef100_P0ADF8, UniRef:UniRef50_P0ADF8, UniRef:UniRef90_P0ADF8
chromosome	cds	24186	24776	+	LFFONA_00165	uhpA	DNA-binding response regulator UhpA	EC:2.2.1.6, GO:0000160, GO:0000287, GO:0003677, GO:0003984, GO:0005737, GO:0006355, GO:0009082, GO:0030976, GO:0050660, KEGG:K01652, RefSeq:WP_000633668.1, SO:0001217, UniParc:UPI0000137B19, UniRef:UniRef100_P0AGA6, UniRef:UniRef50_P0AGA6, UniRef:UniRef90_P0AGA6
chromosome	cds	24776	26278	+	LFFONA_00166	uhpB	signal transduction histidine-protein kinase/phosphatase UhpB	COG:COG3851, COG:T, EC:2.7.13.3, EC:3.1.3.-, GO:0000155, GO:0000160, GO:0004721, GO:0005524, GO:0005886, GO:0046983, RefSeq:WP_001314238.1, SO:0001217, UniParc:UPI00005EF483, UniRef:UniRef100_A0A178R7N2, UniRef:UniRef50_P09835, UniRef:UniRef90_P09835
chromosome	cds	26288	27607	+	LFFONA_00167	uhpC	MFS transporter family glucose-6-phosphate receptor UhpC	BlastRules:WP_000936566, GO:0005886, GO:0015760, GO:0035435, GO:0061513, RefSeq:WP_001298006.1, SO:0001217, UniParc:UPI0000DAD0CB, UniRef:UniRef100_A0A0G9FTW4, UniRef:UniRef50_P09836, UniRef:UniRef90_P27669
chromosome	cds	27745	29136	+	LFFONA_00168	uhpT	hexose phosphate transporter UhpT	COG:COG2271, COG:G, GO:0005886, GO:0022857, GO:0035435, GO:0055085, GO:0061513, KEGG:K07784, RefSeq:WP_000879194.1, SO:0001217, UniParc:UPI0000137B21, UniRef:UniRef100_P0AGC0, UniRef:UniRef50_P0AGC0, UniRef:UniRef90_P0AGC0
chromosome	cds	29183	30949	-	LFFONA_00169	adeD	adenine deaminase	COG:COG1001, COG:F, EC:3.5.4.2, GO:0000034, GO:0006146, KEGG:K01486, RefSeq:WP_001065680.1, SO:0001217, UniParc:UPI0001E9633F, UniRef:UniRef100_A0A0K6D577, UniRef:UniRef50_P31441, UniRef:UniRef90_P31441
chromosome	cds	31124	32458	+	LFFONA_00170	adeQ	adenine permease AdeQ	BlastRules:WP_001403836, GO:0005886, GO:0015207, GO:0015853, KEGG:K06901, RefSeq:WP_001467796.1, SO:0001217, UniParc:UPI000281D4B0, UniRef:UniRef100_UPI000281D4B0, UniRef:UniRef50_P31466, UniRef:UniRef90_P31440
chromosome	cds	32511	32963	+	LFFONA_00171	yicN	Uncharacterized protein YicN	RefSeq:WP_001298002.1, SO:0001217, UniParc:UPI000176B81D, UniRef:UniRef100_A0A0K5XM88, UniRef:UniRef50_P0ADL3, UniRef:UniRef90_P0ADL3
chromosome	cds	33079	33402	-	LFFONA_00172	yiaG	DNA-binding protein	COG:COG2944, COG:K, RefSeq:WP_000125643.1, SO:0001217, UniParc:UPI00016A01FF, UniRef:UniRef100_A0A069CCD5, UniRef:UniRef50_C5BBX7, UniRef:UniRef90_A0AAV3H1D2
chromosome	cds	33386	33745	-	LFFONA_00173		Type II toxin-antitoxin system RelE/ParE family toxin	COG:COG4737, COG:S, RefSeq:WP_001263506.1, SO:0001217, UniParc:UPI00005E388B, UniRef:UniRef100_A0A086VBD7, UniRef:UniRef50_A0A4C2Z2M1, UniRef:UniRef90_A0A4C2Z2M1
chromosome	cds	33925	35163	+	LFFONA_00174	nepI	purine ribonucleoside efflux pump NepI	GO:0005886, GO:0015211, GO:0015297, GO:0015860, GO:0016020, KEGG:K03445, SO:0001217, UniRef:UniRef50_P0ADL1, UniRef:UniRef90_A1AHK2
chromosome	cds	35204	35497	-	LFFONA_00175	yicS	Uncharacterized protein YicS	RefSeq:WP_001297978.1, SO:0001217, UniParc:UPI0000DAD0C7, UniRef:UniRef100_Q8FBY0, UniRef:UniRef50_Q8X4C9, UniRef:UniRef90_Q8X4C9
chromosome	cds	35719	36537	+	LFFONA_00176	nlpA	lipoprotein NlpA	COG:COG1464, COG:P, GO:0005886, GO:0015821, KEGG:K02073, RefSeq:WP_000779409.1, SO:0001217, UniParc:UPI00000E4A98, UniRef:UniRef100_Q5I3I2, UniRef:UniRef50_P04846, UniRef:UniRef90_P04846
chromosome	cds	36541	37464	-	LFFONA_00177	yicL	carboxylate/amino acid/amine transporter	COG:COG0697, COG:GER, GO:0005886, GO:0016020, RefSeq:WP_001445306.1, SO:0001217, UniParc:UPI000261074A, UniRef:UniRef100_UPI001888FABB, UniRef:UniRef50_P31437, UniRef:UniRef90_P31437
chromosome	cds	37631	38128	-	LFFONA_00178		hypothetical protein	RefSeq:WP_000509810.1, SO:0001217, UniParc:UPI000281D4B2, UniRef:UniRef100_UPI000750EDB3, UniRef:UniRef50_B7LVM2, UniRef:UniRef90_B7LVM2
chromosome	cds	38698	39735	-	LFFONA_00179		Cytoplasmic protein	RefSeq:WP_001280586.1, SO:0001217, UniParc:UPI0000043B5A, UniRef:UniRef100_Q1AP19, UniRef:UniRef50_D2C2Q2, UniRef:UniRef90_A0A0H3ERD7
chromosome	tRNA	39788	39882	-	LFFONA_00180	trnU	tRNA-SeC(tca)	SO:0005857
chromosome	cds	40175	41557	+	LFFONA_00181	yicJ	glycoside-pentoside-hexuronide family transporter	GO:0005886, GO:0006814, GO:0008643, GO:0015293, GO:0016020, GO:0055085, RefSeq:WP_000834417.1, SO:0001217, UniParc:UPI000281D4B4, UniRef:UniRef100_UPI000281D4B4, UniRef:UniRef50_P31435, UniRef:UniRef90_P31435
chromosome	cds	41567	43885	+	LFFONA_00182	yicI	alpha-xylosidase	EC:3.2.1.177, GO:0004553, GO:0005975, GO:0030246, GO:0042802, GO:0061634, GO:0080176, RefSeq:WP_000702949.1, SO:0001217, UniParc:UPI000281D50B, UniRef:UniRef100_UPI000281D50B, UniRef:UniRef50_P31434, UniRef:UniRef90_P31434
chromosome	cds	44180	45733	+	LFFONA_00183		PRD domain-containing protein	RefSeq:WP_001314234.1, SO:0001217, UniParc:UPI0000D50DA4, UniRef:UniRef100_C5J5A2, UniRef:UniRef50_A0A1B7L3T2, UniRef:UniRef90_A0A3R0MJQ5
chromosome	cds	45760	46230	+	LFFONA_00184		Fructose PTS transporter subunit IIA	RefSeq:WP_000355546.1, SO:0001217, UniParc:UPI00000DF231, UniRef:UniRef100_E2QH17, UniRef:UniRef50_E2QH17, UniRef:UniRef90_E2QH17
chromosome	cds	46248	46562	+	LFFONA_00185	frwB	protein-N(pi)-phosphohistidine--D-fructose phosphotransferase	COG:COG1445, COG:G, RefSeq:WP_001028073.1, SO:0001217, UniParc:UPI00000DF230, UniRef:UniRef100_C5J5A4, UniRef:UniRef50_W9BGZ1, UniRef:UniRef90_C5J5A4
chromosome	cds	46587	47678	+	LFFONA_00186	frwC	PTS EIIC type-2 domain-containing protein	COG:COG1299, COG:G, RefSeq:WP_000662199.1, SO:0001217, UniParc:UPI00005EF495, UniRef:UniRef100_C5J5A5, UniRef:UniRef50_A0A366EE17, UniRef:UniRef90_A0A1C4BX33
chromosome	cds	47690	48541	+	LFFONA_00187		Class II fructose-bisphosphate aldolase family protein	RefSeq:WP_000457130.1, SO:0001217, UniParc:UPI00005EF496, UniRef:UniRef100_A0A0K3DZ29, UniRef:UniRef50_A0A234PP34, UniRef:UniRef90_A0A234PP34
chromosome	cds	48622	49482	+	LFFONA_00188		Class II ketose-1,6-biphosphate aldolase	EC:4.1.2.13, KEGG:K01624, RefSeq:WP_000961384.1, SO:0001217, UniParc:UPI000281D50C, UniRef:UniRef100_UPI000281D50C, UniRef:UniRef50_C5J5A7, UniRef:UniRef90_C5J5A7
chromosome	cds	49530	50462	+	LFFONA_00189		ROK family protein	RefSeq:WP_016238590.1, SO:0001217, UniParc:UPI0003363E6A, UniRef:UniRef100_UPI0003363E6A, UniRef:UniRef50_A0A0H2VEV2, UniRef:UniRef90_A0A0H2VEV2
chromosome	cds	50443	51123	+	LFFONA_00190		D-lyxose ketol-isomerase	EC:5.3.1.15, KEGG:K09988, RefSeq:WP_001296536.1, SO:0001217, UniParc:UPI0001E8AA8B, UniRef:UniRef100_A0A066T6L0, UniRef:UniRef50_A0A0P8KDV6, UniRef:UniRef90_A0A0H3MMB5
chromosome	cds	51167	52876	-	LFFONA_00191	yicH	AsmA family protein YicH	RefSeq:WP_001445346.1, SO:0001217, UniParc:UPI00026109EA, UniRef:UniRef100_A0A0V9FKV8, UniRef:UniRef50_P31433, UniRef:UniRef90_P31433
chromosome	cds	52997	54388	-	LFFONA_00192	xanP	xanthine/proton symporter XanP	BlastRules:WP_001295238, COG:COG2233, COG:F, GO:0005886, GO:0042907, KEGG:K16345, RefSeq:WP_001295238.1, SO:0001217, UniParc:UPI000013B395, UniRef:UniRef100_P0AGM9, UniRef:UniRef50_P0AGM9, UniRef:UniRef90_P0AGM9
chromosome	cds	54668	55873	+	LFFONA_00193	gltS	sodium/glutamate symporter	COG:COG0786, COG:E, GO:0005886, GO:0015501, GO:0015813, GO:0016020, RefSeq:WP_000468827.1, SO:0001217, UniParc:UPI00000DF22A, UniRef:UniRef100_A0A136TF37, UniRef:UniRef50_P0AER8, UniRef:UniRef90_P0AER8
chromosome	cds	55907	57988	-	LFFONA_00194	recG	ATP-dependent DNA helicase RecG	COG:COG1200, COG:L, EC:3.6.4.12, EC:5.6.2.4, GO:0003676, GO:0003677, GO:0003678, GO:0003689, GO:0005524, GO:0005829, GO:0006281, GO:0006310, GO:0009314, GO:0009378, GO:0009379, GO:0016853, GO:0016887, GO:0032508, GO:0036121, GO:0061749, GO:0061775, GO:0071932, GO:0140584, GO:0140665, GO:0140849, GO:1990518, RefSeq:WP_000678408.1, SO:0001217, UniParc:UPI0001610B5F, UniRef:UniRef100_A0A234H5R0, UniRef:UniRef50_P24230, UniRef:UniRef90_P24230
chromosome	cds	57994	58650	-	LFFONA_00195	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	COG:COG0566, COG:J, EC:2.1.1.34, GO:0000049, GO:0002938, GO:0030488, GO:0141100, SO:0001217, UniRef:UniRef50_P0AGJ2, UniRef:UniRef90_P0AGJ2
chromosome	cds	58690	60798	-	LFFONA_00196	spoT	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	COG:COG0317, COG:TK, EC:2.7.6.5, EC:3.1.7.2, GO:0005886, GO:0008728, GO:0008893, GO:0015969, GO:0015970, GO:0042594, KEGG:K01139, RefSeq:WP_000280473.1, SO:0001217, UniParc:UPI00000E47D5, UniRef:UniRef100_E2QH05, UniRef:UniRef50_P0AG24, UniRef:UniRef90_P0AG24
